BusinessEntityID	(No column name)	CustomerLogin	PasswordHash	PasswordSalt	rowguid	CustomerEmail	SendMails	CustomerGroupID	CountryCode
14	EM	MichaelISullivan	mKAlVVzgDo12qro7ZDmr3oEmCxklWc7+dYDFlC58Vv4=	BpZw68c=	28B6CB19-3E5B-4DA6-BB63-5EB981D22D4A	michael8@adventure-works.com	0	3	US
15	EM	SharonBSalavaria	m5ESf7VNdqsqa/s82jX/r3UK95GTrMPM4YhGw0jzS9c=	dhGWm88=	AE7E33BE-25CD-419C-9965-A3080864D3F8	sharon0@adventure-works.com	1	3	US
16	EM	DavidMBradley	oaeJoTn5hbyNfemp2qzIpGTP5uNle8NRPki9Ur3Znl8=	CTdtN+Q=	AE8D247F-C6D3-4842-B34C-46061CE85303	david0@adventure-works.com	1	1	US
17	EM	KevinFBrown	7OdV1zJ/Q0TtaAgSo1KHZAFaUhN0XjqzL9gXrnpl5BE=	nqdPuIs=	FF714E7E-B072-4F44-A63F-27380090A8E8	kevin0@adventure-works.com	1	3	US
18	EM	JohnLWood	+Six1+I1JOOR+oosTOz1L7jf/t79CUdo05d5uv+scXE=	5lT5pzE=	0106C76D-A026-48EA-A6F3-56EE3E837182	john5@adventure-works.com	1	3	US
19	EM	MaryADempsey	+NeFaMBZDuBHjM/jVl5RQmWChbKw5O6H7LR8DAboLXc=	9S8bKmU=	2A41CB38-D36B-4A71-934D-44CBDD67DAB3	mary2@adventure-works.com	1	1	US
20	EM	WanidaMBenshoof	QK5+W4y+v4xBQ7/grkmXPa5kK5G8kMb5qJZLpDzpLko=	QxeRrms=	79A3D7DE-ABF5-48CD-9AD4-2695C77D9B78	wanida0@adventure-works.com	0	3	US
21	EM	TerryJEminhizer	b8i62trjF69At8pO1r2uClfiGWq0wx7w8Kz8xsOVmSs=	UDnl8iQ=	26213E6B-A19B-48EA-BDEF-E35E7CAAC119	terry0@adventure-works.com	1	2	US
22	EM	SariyaEHarnpadoungsataya	NrVTt2LIAOOd/kB3YfCaKzLbeOgefZsGTeg2z7TKzhw=	oK/J3Z0=	CC95C3EF-2F68-40AE-B5BE-D2803C650592	sariya0@adventure-works.com	0	2	US
23	EM	MaryEGibson	TlZs9R2WoVp1jjfCyxE8Dtaw4OhlcKgCPbqXaOxeIW4=	xW40Ctk=	73E5DC9E-8D7F-446B-845D-C2E986F6B07A	mary0@adventure-works.com	0	3	US
24	EM	JillAWilliams	wI5v4SNv5Mg5ea0Ufy1xy966PrXWCBp8gLIhC1QTqWw=	Cog9m/Y=	1A21E3E2-DF7C-41BB-BF57-0F678011D485	jill0@adventure-works.com	0	2	US
25	EM	JamesRHamilton	iYoywqstKDflRLmJwKmI/ObzZl6KQ4sX5hUgBa1Qgz0=	cHNglYA=	21BA0A6A-3DE5-4364-8A48-A1311BCD6823	james1@adventure-works.com	0	2	US
26	EM	PeterJKrebs	GCZ//7zDxPTsO9cuY1Rk0uUUc6t2jEGZwjGqXVll6Ws=	FKGTmOE=	A0E823C7-A15B-4385-B7B7-39461959A147	peter0@adventure-works.com	0	1	US
27	EM	JoABrown	uQaHsaafTmDMFjX9nNhAFjHaYjqeTZhlcZp4azb5Hgs=	+QS/bjA=	73753D91-15B3-43C9-A240-9A629A3DD613	jo0@adventure-works.com	1	2	US
28	EM	GuyRGilbert	Li2+pm3yhRgX8v0v3JJZWL8NPgdBse1zAG1ph25sFAk=	Lanmhoo=	44BB1FA5-0F54-439E-BF09-9809AAC86B6A	guy1@adventure-works.com	1	2	US
29	EM	MarkKMcArthur	2sudtPUZMsjMIVXKcfx3NPWhTws5ZSHJa+pzKYnyxtU=	a1y2pAU=	82D0D80B-456E-4B5E-BA50-D01E358C827E	mark1@adventure-works.com	1	3	US
30	EM	BrittaLSimon	xyWYdzg9o+gUyBlMkxVRx4O4oBuaXtien0ZXxhB58gM=	iZ1gk4w=	EA0FF026-748A-40B2-AFD6-495109CF884C	britta0@adventure-works.com	1	1	US
31	EM	MargieWShoop	kJbBLUOic5PVfwg1GdR9qfyoMjvORTYcGZodSeVZWIk=	sIEEdsc=	DF6CEE78-E136-4DD7-99E4-AE8F4DD17690	margie0@adventure-works.com	1	2	US
32	EM	RebeccaALaszlo	eNEOaY4IjJnWBTMEi5RwtrUvNsnE2JdKomG3EtXh0DI=	wWhazQ0=	2D2E85AE-DC60-4E13-80B7-AFFBC27CD36F	rebecca0@adventure-works.com	1	3	US
33	EM	AnnikOStahl	imO5JUOoa0oxbLl8+7IFkDSXBvSPkWMIQ+LyZweF5JU=	O6qnszI=	EC1957A6-0C4E-47DB-9675-E6EABDC0C09C	annik0@adventure-works.com	1	1	US
34	EM	SuchitraOMohan	8gRugQzLi5VXNW0Nf8zZVbfXgEugWH0RjY+Q+HMyuVY=	fV77lec=	B9EC023E-0AF2-460A-AF35-43FDC9DA0AE5	suchitra0@adventure-works.com	1	2	US
35	EM	BrandonGHeidepriem	aG4eXJgOVz70IbhQ0E+86zZ73KYXXw8dPt3YCyGZeE8=	/e8ZHbc=	1C62B018-6E75-4292-934F-D3ACB3B45441	brandon0@adventure-works.com	1	3	US
36	EM	JoseRLugo	JayoOBYFOeSNXJFNFOCCpaxrgbjZo0KR1GhtVts+TGs=	LzNcnKc=	E110E771-3AC1-4F71-A6AC-2BF369DF6E8E	jose0@adventure-works.com	0	1	US
37	EM	ChrisOOkelberry	lZfD5IydVoTG3D4Kl+Rlu/4zC1Ws/KvjgNz7S146TDo=	T/vRqY0=	DC6FECE9-E76E-440F-8C6F-3C98312143CC	chris2@adventure-works.com	0	2	US
38	EM	KimBAbercrombie	vjjIYGB99tLATbne8D7MRTg2+tkExYHjmH/pcWSg3nE=	wdPlbgo=	7D3CF293-D77C-40F7-832B-F92B97978D51	kim1@adventure-works.com	1	1	US
39	EM	EdRDudenhoefer	1qBCXoN8hcC6AXCLJ+mHECaq2uadfZjUhsZ0T9VOrCQ=	QxftJhk=	35824D5C-8133-4731-8708-E910F894D834	ed0@adventure-works.com	0	3	US
40	EM	JoLynnMDobney	8bitCdCd+ipeWv1IH6koUF/Kj+5LnT4/9Upfr2aW/JY=	zS9+W2w=	4FFB40FF-0B3A-4B87-BA92-E2299C0A23C4	jolynn0@adventure-works.com	0	2	US
41	EM	1005518405	0DC43UiCe4QCmUgrnFd0Lur1C0rfS+Ht1Z8sgyk7wlM=	f64DkCs=	9D84B640-C18B-4719-BB9D-22E54F9B9637	bryan0@adventure-works.com	0	3	US
42	EM	JamesDKramer	HSLAA7MxklY4dZIcbcNYGiUvPkEi4tyG/U0WE76uBag=	uTuRBuI=	4744760D-AF49-4C6B-B9CE-42C94322C699	james0@adventure-works.com	1	3	US
43	EM	NancyAAnderson	n2QKI23Ms1v3+43ei7hm1pUh6SkQcc5J3r52yMYeNTA=	6f2hjx4=	7DEBE4E3-D77A-4CC6-A7E5-54C72B7721C4	nancy0@adventure-works.com	1	1	US
44	EM	SimonDRapier	IoIaCj49Zj5/06VGOxs/PBaHj8A5PNmtkP6GD1VdKA8=	Tc2WN/g=	B0F4DD32-771F-465A-B7BE-9F1C347162F7	simon0@adventure-works.com	0	3	US
45	EM	ThomasRMichaels	bNLcjIkHF9PhhLoHDcoQMFdZqro/2LhO6rbZEXwuXgA=	x8a2Ne8=	09307580-221E-4F99-B7AC-BA2DDBACC883	thomas0@adventure-works.com	0	1	US
46	EM	EugeneOKogan	FRAoiZRV3HyWmSEykYZOHNH2YwpT2Vkp+8vfSVY+4Yo=	5Tst9Lo=	FA1293C9-42FC-485A-8F42-4DD978851FE9	eugene1@adventure-works.com	0	2	US
47	EM	AndrewRHill	OZg1gWJ8cJwFeGr4+7FZ+MqKBARAS7J+8B1pFKa1XcQ=	ZymdKp8=	6DEF63C3-D14B-4717-BADF-8417AE3FD9F3	andrew0@adventure-works.com	1	2	US
48	EM	RuthAnnEllerbrock	1RPeKdRfcI8Mq7HMufSsh7rQytv9C6RjCCFZQdVDyDU=	9jpCCt8=	6B66392C-0CAB-4779-89B5-1D8B91204273	ruth0@adventure-works.com	0	1	US
49	EM	BarryKJohnson	hMm7dGpKsLImpDz599yNKq2r505OJ6gWa/S367qozpc=	/YY4OC8=	DE7B93A1-AC2B-435F-8919-BC634320D6EB	barry0@adventure-works.com	1	3	US
50	EM	SidneyMHiga	ZozTjNcGBqxrOfHFyynKlPjbW7aAWJ1iEYr2YlRK2tc=	CfjZvwk=	A330E72C-71D4-42C5-A08F-9978A42E526C	sidney0@adventure-works.com	0	2	US
51	EM	JeffreyLFord	W9SR91EhQQG8SpnY54G6CvXc8yTvDcQWzO2hFbc9idI=	YH+8tA4=	A368CBC0-824B-4B1E-A407-56D37DFA9270	jeffrey0@adventure-works.com	0	1	US
52	EM	DorisMHartwig	poOtLdr/O5ljM7FI6x2phxYKZ40LQvJdngbIyHJYOc8=	iKzMmnE=	349EE994-A613-4A3D-BBE9-F9B343B6F92F	doris0@adventure-works.com	0	1	US
53	EM	DianeRGlimp	9R7wrCNQ60RNRkDChozyxt9wx8KosPoMy44l9T1F9tE=	vc8qLgY=	1CDDCC2A-DB43-439B-AF56-397F1936085C	diane0@adventure-works.com	0	3	US
54	EM	BonnieNKearney	tSw5ZO9iXPX0RwBYyXXbgs0Er/WH8A9wF2dLKE9jRkc=	crrMx1g=	45EDD2B6-73BA-40C6-B25E-EB30ABC0E68F	bonnie0@adventure-works.com	1	1	US
55	EM	TaylorRMaxwell	KaJIsOxhH/4hMm7LvXCTQDSJXvwahe1ZzRi8qcxnUBw=	d+NZCSg=	FC1B0534-8345-4729-BA29-5FC7139BA1CD	taylor0@adventure-works.com	1	1	US
56	EM	DeniseHSmith	TqlRm9aFSMX1bIHt9WKJHPFFlpZvDmBxXmcXq/TgT8Q=	pUwlZ0o=	31ED79C0-4C49-4FEC-8E76-9BEB0135DD21	denise0@adventure-works.com	0	2	US
57	EM	FrankTMiller	zXglfoRS7bTCeXkaCYmekzdz/Kl5apc+TLqNbe7VC9k=	z+4Xar8=	93FDB466-A688-4691-A5A8-BB943CC1F0D7	frank1@adventure-works.com	0	2	US
58	EM	KendallCKeil	zktaoMbtFL4JBy0MOQBR6LA1fdsu0Mlh56H4she6rTI=	FifCq2c=	7534B7F9-A7ED-4B5E-B097-90F7D5F3B7D1	kendall0@adventure-works.com	0	3	US
59	EM	BobNHohman	kiPpDLLHhN838Tjgq16FYttne2u7jphUoA3rU++BsI4=	etJg30I=	CDAD138D-0ECA-49DA-84A1-CB9FC31C89BF	bob0@adventure-works.com	0	2	US
60	EM	PeteCMale	dcG46zy3d9RizY/+x+hNs4Sm1qW+LOArsHLnjh1MQpM=	OTtvEkg=	62E93957-90AF-4770-A248-71BF7C379E99	pete0@adventure-works.com	0	1	US
61	EM	DianeHTibbott	/f3DO3lkCqiT9QfG85CP6cEVy9nWhhvLdWBYXn9g+/U=	PdUdjcs=	2A06A656-8447-4822-9B6F-B6BAD63AE54F	diane2@adventure-works.com	0	3	US
62	EM	JohnTCampbell	JxsQqrqKYNwQJk5A4jZ8PTYjVQLbf7Qr4B2ToWhOuG0=	Ki83f/4=	217CA581-8A29-4C79-BC19-9B5700C9B40A	john0@adventure-works.com	0	3	US
63	EM	MaciejWDusza	ztktzyHv7105/0m7irluoONmBw2ejfOsBxv0ldRYcmQ=	ZW4H7XI=	6DA3287B-06FB-4CE3-A09F-ED5BE03A03CE	maciej0@adventure-works.com	1	2	US
64	EM	MichaelJZwilling	+jRUrihbwVEXmyQGmKz4a/wALG2jzFJ616X/tBQMrPk=	t6IC4YE=	E461EB09-5EA5-460F-A15B-1454D8B37FAF	michael7@adventure-works.com	1	1	US
65	EM	RandyTReeves	Vh61euy0nDocJST/CrxONfgv/AHQebcBWDPk0RW4f/0=	y43ZOuo=	C34FD0A3-CC55-4487-AF61-E78E835880AD	randy0@adventure-works.com	0	1	US
66	EM	KaranRKhanna	RSJWB96i8LhoGXvbT1Wc9SPtwGh+EsrYVowBTzFDBSk=	pZYt1YM=	272BCBFF-218E-4BEE-9040-379CD4A8CA31	karan0@adventure-works.com	1	1	US
67	EM	JayGAdams	btAotCpGbd8u21XFa9jRomwxM9snEhk2j+T7FFf1QTs=	syZxbPA=	E0BAE928-DABC-49BC-A91F-B76ED16ECA66	jay0@adventure-works.com	0	3	US
68	EM	CharlesBFitzgerald	sKjIpJvzy+BB2XWa7WMQ0eFDL8Iuvv1Ueio4qDCFFnM=	wLRTFPc=	306A42BB-9467-4F65-8972-BFE3D8864C52	charles0@adventure-works.com	0	2	US
69	EM	SteveFMasters	U4JRa3QwDqShrc/sWzTbQyps/i2Hsu/qWDme7xF0+Rc=	50HBUXk=	663C4B68-3248-4860-9847-55B759276201	steve0@adventure-works.com	1	3	US
70	EM	DavidJOrtiz	YkOL1BpZymovEl85VM4vsrtV0EozeFw+dhw0g5ui8hY=	K8Z9iGQ=	959DF20B-3624-42FB-9DF9-CEBA8E2D6375	david2@adventure-works.com	1	3	US
71	EM	MichaelSeanRay	egjnsimMaxOidXBXFQ33QOSGTATTRb1Uzd2P8RY7O4g=	BGo5Y+4=	4162EFCE-CBC8-4401-8780-E28FB59867DF	michael3@adventure-works.com	1	2	US
72	EM	StevenTSelikoff	WxjXwdVUavVS/yEd9EOsJN2lhCBdvaa1LXHDqZzIPic=	5bELGbE=	77931EA6-5A47-4434-AEB1-33F07DB10A5F	steven0@adventure-works.com	0	1	US
73	EM	CaroleMPoland	GXa9p/VAJCdoICCD7qbmjAhZNpb2I/n4o8t0pxeXXmo=	9FjYQYE=	DD3196D5-8F7F-464B-A296-FE9E6DC54CEE	carole0@adventure-works.com	1	1	US
74	EM	BjornMRettig	7yqah7Td0IXKKTyv0cj+4a2jPREHrQD18KhWLwSzj0k=	1epjqS4=	9306F0A2-3E55-4AC6-8372-62837997A884	bjorn0@adventure-works.com	1	3	US
75	EM	MichikoFOsada	QAoxz7y8tT7NG3hXzA27XeB3d88eBk5X/8wcNlTOgy8=	uf4qJn4=	355E7E6B-CEE4-4C28-9F52-A5BDE0ECE9D0	michiko0@adventure-works.com	1	1	US
76	EM	CarolMPhilips	/4TpRXSp5ThsZr0D8x3VMYYnBg7v9kL3peAZ07fZ7Pg=	7K7TF9c=	639E2D36-F732-4CCB-A8FD-C74184AE51E7	carol0@adventure-works.com	1	2	US
77	EM	MeravANetz	N8I4nVK1F0ch2OJEJ8CB9zpeevmBuO3yfvUMgaVyJgY=	UFOl8jY=	C97AC032-5F8A-4A9A-993E-BF3F2CF040DB	merav0@adventure-works.com	0	2	US
78	EM	ReubenHD'sa	ylQsPrk00YFxDUrP6ji9fYqJhpQeL21R7cDfi+VoQS8=	ANcWAkg=	B9AA7938-03AC-40B7-8387-BDF648B395F6	reuben0@adventure-works.com	1	3	US
79	EM	EricLBrown	WkTMSDlkOAgq86BwpKuzKPODcjyAdXtyiX82BrtMDi4=	lFQRpDs=	35311C67-639F-42B8-8E93-D8C7EAD7DF64	eric1@adventure-works.com	0	2	US
80	EM	SandeepPKaliyath	ip1GbTfmfkBySiZWT6JB38MPO92t0l8ubKdsvM0AmDg=	n+8wils=	2180D769-DB7F-4A64-B83C-1D8ACB104E88	sandeep0@adventure-works.com	1	1	US
81	EM	MihailUFrintu	4LxZHgPvi4kKhnT42hl/xkNq3mQG2FBwg7byrvrFDFE=	mj0siTs=	D27CEEBD-2034-4161-97B4-1D7488EBE45B	mihail0@adventure-works.com	0	3	US
82	EM	JackTCreasey	bkx8j854FLysBHt5GiNnQsj/Ig4RYpfmGQw8orfe4P4=	EvzgyaI=	DFBD1D5B-334C-404A-8F95-70BEA84DFF70	jack1@adventure-works.com	1	1	US
83	EM	PatrickMCook	WK/OWlkrVToVsQy4zX2K1BMzNSXgjSMEZIoP6YAG/XA=	gLhnKic=	0F45FC55-86DC-434A-937A-9998ECFC36A4	patrick1@adventure-works.com	1	1	US
84	EM	FrankRMartinez	5IOBod2fuZYTDI3xJH48BWbtNgfRcCmKsSCVp2LtyOg=	WJHSVhY=	99A7BA4A-0D6E-4E1C-A7ED-661A078F3CDB	frank3@adventure-works.com	0	2	US
85	EM	BrianRichardGoldstein	xZNvaAVnZiGqmL/AUwAwgRShl4po8j8szep2gbwhAig=	gpzwvOQ=	18C6D05E-6715-44B7-8383-E296E1688E90	brian2@adventure-works.com	1	2	US
86	EM	RyanLCornelsen	1ZTIwEnX3wcxbY2rY+eqUYLFGZeXCh0OcyvQ65AO5bo=	EWSTlJg=	1E9FE750-04B7-4234-A484-29B5DA54C914	ryan0@adventure-works.com	1	1	US
87	EM	CristianKPetculescu	rEI2s12gXSaZL5t+0Q1kasE2DP8wP05zf9s4qGLs80Q=	xwU0wMc=	615B0498-5460-47E9-A645-D2CC9DE9DA4A	cristian0@adventure-works.com	1	2	US
88	EM	BetsyAStadick	vAE9oPAVaWTOEupyl+GeVkgyIQqvIB4u7EuLnE3S8bk=	b2XirdM=	C5F286DC-11B2-4A49-9CF6-1A1036B4A4B8	betsy0@adventure-works.com	1	1	US
89	EM	PatrickCWedge	LfVBBiNNQg/vUbziH10ygXvFUbq1Yn2GN+Wv+jo8yjw=	1jOLh6Q=	0CCBA338-A086-4F0B-83BB-5A422D9BBB89	patrick0@adventure-works.com	0	3	US
90	EM	DanielleCTiedt	eofw7bOxaEgGHj91cN1T0HjO5fJ+aSPBUGlcYF06uew=	oLUagu0=	8B5951ED-916E-4840-9BDB-6571C19DDD72	danielle0@adventure-works.com	1	3	US
91	EM	KimberlyBZimmerman	iZtapf/QT3QU0/q1CUmOfqQHxCayw+IxNFDQFs7i9Fc=	Xix3Ejg=	408DE00A-3DED-45E2-B705-6CDBADB6B359	kimberly0@adventure-works.com	1	2	US
92	EM	TomMVande Velde	73XZCRSxpxvxfm04pVFVu4/d5VaWQ5KiAGq2VZiKQvU=	EuWa0kM=	B34D6B24-6D2E-4795-B01D-FD8FCB767A80	tom0@adventure-works.com	1	3	US
93	EM	Kok-HoTLoh	1vzEmyr3aFnV9x/LttpHfZq/P2Cv3ep8Y0WV9GkFGgE=	2CwiHz4=	017C93C5-4E3F-4CE8-879D-13AEDDE9DB13	kok-ho0@adventure-works.com	0	1	US
94	EM	1047613518	79uaNYalsobQV9ii+L7Qj7xMhpY+PyFxF9g79AJOQ54=	TzZacnk=	0B0E8CB4-FFA9-423E-8BCF-8FA2B06452D9	russell0@adventure-works.com	1	3	US
95	EM	JimHScardelis	tQRqYc+t8bLCZUMi+0Q2BBHDZoyPOcmE624QK1TfkII=	/LAscLY=	D5536B03-70B6-4466-A459-8DA0D40CF328	jim0@adventure-works.com	1	1	US
96	EM	ElizabethIKeyser	dQMZUekBH73hOqaYRbQZCc7ObVmZd1WtZtZ9bgIrp/M=	pCHkzo0=	F0594F6E-86CA-49A9-82F8-5CCA6CFAF2BF	elizabeth0@adventure-works.com	1	1	US
97	EM	MandarHSamant	D+tvr4PUKMFvJNDT1HCP91i7f7eDjQsref8BKYQQSrc=	gkiqvog=	29FA4C94-FCEE-41E8-808B-62CF45BEB5C7	mandar0@adventure-works.com	1	3	US
98	EM	SameerATejani	jWDkJrRsj+dj11G5aaOko0I7WwKTkKnn/w3W0Q0GdMc=	63z7wMU=	67F70A03-7C4D-4B62-9DF8-054F863AFFAB	sameer0@adventure-works.com	1	1	US
99	EM	1220416477	iL0+3+AHga7LYIPNFgtGjM00TODip/2pw0Jhc58eADc=	HrL7JoE=	536BBC7C-A36C-4BC7-A727-9F8EAF88F5F0	nuan0@adventure-works.com	1	2	US
100	EM	LolanBSong	sjRcCEbmF7NuIGeUn2CoRodBlM7zNXJ1r9LcQrdcAZA=	BIfsGWE=	3C475672-04DE-4AA4-8B01-28F1C1F112A3	lolan0@adventure-works.com	1	1	US
101	EM	HoumanNPournasseh	PEJHSC5hLjqLLFqL2ZBoOUt5nUb6TE3C7uiaK8UAZEg=	hj2SahQ=	B84A298F-14C3-4D50-B9E1-DE00DE083BAB	houman0@adventure-works.com	0	2	US
102	EM	ZhengWMu	V9uxRM7Mn9huuTbZvaxNSakpeTF4VuFUWeetmTCeJ4o=	0jDqfNU=	12064B29-C36A-4799-975A-4456AC00AFE2	zheng0@adventure-works.com	0	2	US
103	EM	EbruNErsan	MLReQB5rVHcy6hyG1xEa3GhceMRC7Mug79J0xSVT5MU=	UnKA5CE=	D35D16E5-25DC-4121-9CA8-31679FBD061F	ebru0@adventure-works.com	1	1	US
104	EM	MaryRBaker	m72QIo8JFdF0Uio6mzh67IlDflkzqKya9lw47JWvIAE=	8VfMNZw=	F8D72B7D-6422-4426-A4B4-5B5031586E10	mary1@adventure-works.com	0	1	US
105	EM	KevinMHomer	Z6GmPzslpiGqbO7H3ZTy0toS44XZwyneKfS9evABQXM=	XcYocWU=	31B74305-EA75-490E-A3EA-96E0EF87630A	kevin2@adventure-works.com	1	3	US
106	EM	JohnTKane	pNixtahlA90Yq90h5Rn7FKQybly0N5vuxbCtKoqudT4=	m6EK/I4=	353F7E22-00FB-4487-A892-A4BA95DEAA6B	john4@adventure-works.com	1	1	US
107	EM	ChristopherEHill	Qh0dVKGKQ151lC/OC99MdsBdUfns0nJ3jBjM/QKe4ys=	1VGanb4=	76CB6B91-909D-404C-BA33-7A41FCB186E3	christopher0@adventure-works.com	1	2	US
108	EM	JinghaoKLiu	xQMwRVRc6x3A9m8+hDIR6+Rl19nd00eQt9ZCRs2XFo8=	teA3gdE=	CF641A08-7EB0-443F-A80D-A248C3B0D6F2	jinghao0@adventure-works.com	1	1	US
109	EM	AliceOCiccu	JCeXjpjVxj9AEzWyOtt6yEg2ENO49Wj6ozjtUBxkZO0=	8xYWhbw=	EA37FB4C-522C-4188-8AB8-A8BED50E521C	alice0@adventure-works.com	0	1	US
110	EM	JunTCao	EJSxLP0JU1+y/Gz2BvWs899NdukRhRN3ITdVmKwNppo=	4wHqiMs=	87D82341-4A55-48C1-9373-25DD7C72CB3D	jun0@adventure-works.com	0	2	US
111	EM	SuroorRFatima	9KhBifQDLnse3l3s3lT9jJR//06P/iLdBpsYU6pc1lc=	s+SdD9U=	F3EC52AF-6524-4711-9315-F64953301880	suroor0@adventure-works.com	0	3	US
112	EM	JohnPEvans	BVtWU+5oEmFx1CpOkFN5Fl3IlpfQuKVVUIYh8YlMEW0=	0X9otEw=	56E0860D-ED44-449D-9E5F-12FC90471835	john1@adventure-works.com	1	2	US
113	EM	LindaKMoschell	yO6qOTJwe7dCf1uee/+OG07XBzw+ECfHruXE28S6wRE=	jt49ZvQ=	C7FCE262-660E-4208-966B-F1A58798C1C0	linda0@adventure-works.com	0	3	US
114	EM	MindaugasJKrapauskas	IqXg0rCan60VrwxbXaujLRTinAeHmyl6e4OcZDwAcDw=	tKM+dK8=	66A807B7-B5D9-4A20-B34E-29DECA1FD1A7	mindaugas0@adventure-works.com	1	1	US
115	EM	AngelaWBarbariol	lVeWrYnErMzREvkFg7oeKzeHOgfMvEpc9MrkQG7wqV4=	hB7jmhk=	B6833CF4-ED99-4183-BDE7-E1AC815D43FE	angela0@adventure-works.com	0	1	US
116	EM	MichaelWPatten	vPM+vHKX5Ong90puIMloOE8l1J8BOa0a2tcYc6xw0EA=	RAmZtLA=	154B7181-75D2-4CD7-B100-0F5CD5BB1DA7	michael2@adventure-works.com	1	3	US
117	EM	ChadWNiswonger	oPePXo63UyUU7ikOuZ8cKvJBziC5dBypDCND8ZtWD8Y=	QzpXND8=	46117CB6-3D95-42A4-BEFB-CD954283DAE9	chad0@adventure-works.com	0	2	US
118	EM	DonLHall	NyCJQuSW+/8FYGH9nePDdQKRNyJpNFhFtd0hUq2vZL0=	4Hy6B1g=	C3B4C47D-06FD-4AE7-A87E-D311E6595FE6	don0@adventure-works.com	1	2	US
119	EM	MichaelTEntin	CUsEeMY+Rr9z0Rx1WFKGoxzntJj5GF6HCdIVwDLNEp4=	H/6w2Ok=	A9C71E10-FD69-4320-AB76-0206907B2DDA	michael4@adventure-works.com	1	1	US
120	EM	KittiHLertpiriyasuwat	hf1gCi+7lKC5z7gQPPxUQe9WRjGbScIpWSrCwetUTsc=	6rrT1/o=	E696CC7D-F5DC-4055-8D84-D33282A52A78	kitti0@adventure-works.com	0	1	US
121	EM	PilarGAckerman	nbiXRdZ1AeCw2bpqWe+Q8pCocAN2fuf2bf6+pKcXb0I=	pzAAVrU=	E2E063F3-0B5A-415C-9026-2CBB1C387959	pilar0@adventure-works.com	0	1	US
122	EM	SusanWEaton	ZN8MGbeyuzDpZCzHTQPJCxj9uZ5f/qJLpbAFQHobpf8=	712eqOk=	9F1D5C58-7AC8-44D0-9129-8B5FF52CF413	susan0@adventure-works.com	0	3	US
